lumberjack lumberman timberman
bridget brigid
impressively imposingly
interdependence interdependency
implausibleness implausibility
metamere somite
breeched pantalooned trousered
pessimum pessimal
rhoeadales papaverales
jan january
calisthenics callisthenics
armenia hayastan
hautbois hautboy oboe
interdependency interdependence
breeches knickerbockers
demure overmodest
spindle-legged spindle-shanked
accruement accrual
unbaffled unconfused
bestowment bestowal
unauthentic inauthentic
yogurt yoghourt yoghurt
springbok springbuck
so-and-so lowlife rotter stinker
tracklayer platelayer
devanagari nagari
shipload boatload
cross-fertilisation cross-fertilization
dekaliter dal decaliter decalitre dekalitre dkl
nintoo nintu
debater arguer
butterfingered bumbling ham-fisted ham-handed
gibelike derisive
flash-freeze quick-freeze
hematal haemal haematal hemal
ribgrass ribwort ripple-grass
incognoscible incognizable
semicircle hemicycle
perceptibly noticeably
monogenesis sporulation
septal septate
sulawesi celebes
resistivity impedance
tuneless untuneful
faddish faddy
lao-tse lao-tzu laozi
singlet undershirt
relinquishment relinquishing
poet versifier
bacterize bacterise
decigram dg
megalomanic megalomaniacal
analyser analyzer
monarchical monarchal
immurement incarceration
noncontagious noncommunicable
deicer defroster
calliper caliper
disembarkation debarkation disembarkment
crumhorn cromorne krummhorn
chanfron chamfron frontstall testiere
phenobarbitone luminal phenobarbital
intransitivity intransitiveness
apodeictic apodictic
cubby snuggery
imminence forthcomingness imminency impendence impendency
charcoal-gray charcoal-grey
cabbalah cabala cabbala kabala kabbala kabbalah
subordinative subordinating
uniat uniate
brutalisation animalisation animalization brutalization
effectivity effectuality effectualness
ventricose ventricous
jewelry jewellery
syrup sirup
martinet disciplinarian
open-eyed vigilant
boehmenism behmenism
imminency forthcomingness imminence impendence impendency
lammergeier lammergeyer
megalomaniacal megalomanic
foresightfulness foresightedness
neighboring neighbouring
homelike homey homy
foxiness slyness wiliness
mentation cerebration intellection
chevaux-de-frise cheval-de-frise
minatory menacing minacious
arciform arced arching arcuate
helpmeet helpmate
synonymy synonymity synonymousness
hazardously dangerously perilously
unlatched unbarred unbolted unlocked
dosshouse flophouse
pogy pogey
deformed ill-shapen malformed misshapen
amoebiosis amebiasis amebiosis amoebiasis
satiation satiety
expiative expiatory
zestfully zestily
bonkers barmy bats batty crackers daft kookie kooky loco loopy nuts
landholder landowner
exodontics exodontia
cartographical cartographic
grammatolatry verbolatry word-worship
wrong-side-out inside-out
bouldery bouldered
holstein friesian holstein-friesian
transposability permutability permutableness
adulterer fornicator
browbeaten bullied cowed
radar radiolocation
conelike cone-shaped conical
degauss demagnetize
self-aggrandizing boastful braggy cock-a-hoop
acapnia hypocapnia
tax-exempt tax-free untaxed
unexpectedness surprisingness
acapnic acapnial acapnotic
utriculus utricle
misanthropic misanthropical
ventricous ventricose
quick-sighted sharp-sighted
lathee lathi
condemnatory condemning
spadeful shovelful
interne houseman internist
vermiform worm-shaped
hemipteron hemipteran
sporulation monogenesis
gautama siddhartha
spacefaring spaceflight
communalize communalise
andrenid andrena
underline underscore
top-hole top-flight
peloponnese peloponnesus
chapfallen chopfallen crestfallen
interlink interconnect
treasonable treasonous
bettor wagerer
infested plagued
patristic patristical
boding presentiment
boorish loutish oafish
comportment mien
baguet baguette
scarabaeus scarab
greave greaves jambeau
slumped slouched slouching
epicenter epicentre
charcoal-grey charcoal-gray
stinky crappy shitty
sovietism bolshevism leninism marxism marxism-leninism
elicited evoked
treasonably faithlessly traitorously treacherously
jigsaw fretsaw
cicatrice cicatrix
casuistic casuistical
magnetometer gaussmeter
savoring relishing
convincible persuadable persuasible suasible
satiric satirical
hectometre hectometer hm
acapnotic acapnial acapnic
trespassing encroaching
adorability adorableness
conidium conidiospore
regressing deteriorating retrogressive
inauthentic unauthentic
handcuff manacle
matteuccia pteretis
tra-la tra-la-la
acerose acerate acicular needle-shaped
preciousness invaluableness pricelessness valuableness
intransitivize detransitivize
agkistrodon ancistrodon
duellist dueler duelist dueller
splotched blotched
laboriousness operoseness toilsomeness
handwoven hand-loomed
decameter decametre dekameter dekametre dkm
trolley streetcar tramcar
chlordiazepoxide librium
extemporise extemporize improvise
unrefreshed unrested
hematic haematic haemic hemic
frolic gambol
extemporaneous extemporary off-the-cuff unrehearsed
concurrent coincidental cooccurring simultaneous
credentialed certificated
muckraker mudslinger
guessing guesswork
giddily dizzily light-headedly
apomictical apomictic
idolization idolisation
appressed adpressed
mutualist interdependent
actinozoa anthozoa
irrationality unreason
unreason irrationality
lao-tzu lao-tse laozi
siege beleaguering besieging
high-grade finest top-grade top-quality
excusably forgivably pardonably
minimisation minimization
leukorrhea leucorrhea
ginep mamoncillo
gorkiy gorki gorky
gramma grama
repairable fixable
bandelette bandelet bandlet
diethylstilboestrol des diethylstilbestrol stilbestrol stilboestrol
gramme gm gram
ultimo ult
ferric ferrous
dekagram dag decagram dkg
ndjamena fort-lamy
broadleaf broad-leafed broad-leaved
fruitless bootless
diltiazem cardizem
sophistical sophistic
shadowing tailing
pretender faker imposter impostor pseud
unabashed unembarrassed
logicality logicalness
momentarily momently
pone cornpone
comical laughable risible
cowpoke cowhand cowherd cowman cowpuncher puncher
annulate annular annulated circinate ring-shaped
vervain verbena
famed famous far-famed renowned
minibar cellaret
anemone windflower
trephritidae trypetidae
year-round year-around
flippancy light-mindedness
ultimacy ultimateness
hail-fellow-well-met comradely hail-fellow
federalisation federalization
queen-sized queen-size
impish implike prankish puckish
caffein caffeine
macroglia astroglia
trouper playactor
alchemistical alchemistic
observingly observantly
close-minded closed-minded
poof poove
planarian planaria
tightwad cheapskate
xvii seventeen
unlikeness dissimilitude
tripinnated tripinnate
crematorium crematory
uncluttered unlittered
bitumenoid bituminoid
tickweed coreopsis tickseed
ectozoon ectoparasite ectozoa epizoa epizoon
piebald culticolour multicolor multicolored multicoloured particolored particoloured pied
pope pontiff
thermodynamic thermodynamical
arbitrariness flightiness
pressure-wash powerwash
marduk bel-merodach merodach
greenbrier bullbrier catbrier horsebrier
jnr jr
gramps grandad granddad granddaddy grandfather grandpa
record-holder record-breaker
gill-less abranchial abranchiate abranchious
carbonous carbonaceous carbonic
al-magrib marruecos
subjectiveness subjectivity
privates genitalia genitals
kirghizstan kirghizia kirgizia kirgizstan kyrgystan
boundless unbounded
cespitose caespitose
implausibility implausibleness
tree-shaped arborescent arboresque arboriform dendriform dendroid dendroidal treelike
paralepsis paraleipsis paralipsis preterition
dekalitre dal decaliter decalitre dekaliter dkl
whitsuntide whitsun whitweek
nonvolatilizable nonvolatile
nonflavored nonflavoured unflavored unflavoured
erasable effaceable
comradely hail-fellow hail-fellow-well-met
gracilariidae gracillariidae
spermatozoid antherozoid
humiliate abase
shofar shophar
incrustation encrustation
immenseness enormousness immensity sizeableness vastness
mantelpiece chimneypiece mantel mantlepiece
caimitillo satinleaf
l-p lp
palaeodendrology paleodendrology
colour-blind color-blind
swerving veering
volaille poulet
airman aeronaut aviator
warrigal warragal
southernmost southmost
calcium ca
porn porno pornography
topographic topographical
denunciation denouncement
macao macau
vinegary acetose acetous
coccal coccygeal
leechlike parasitic parasitical
colours colors
macau macao
soignee soigne
unfathomed unplumbed
polychete polychaete
pediatrician paediatrician pediatrist
fitch foulmart foumart
rhapsodically ecstatically rapturously
pascha pasch
extensile extensible
good-by adieu adios arrivederci bye-bye cheerio good-bye goodby goodbye sayonara
reinvigorated invigorated refreshed
araneida araneae
accurst accursed
unrifled smoothbore
posh classy
extemporize extemporise improvise
weenie frankfurter wiener wienerwurst
ill-fed underfed undernourished
hand-crafted handmade
kansu gansu
invincible unvanquishable
mithramycin mithracin
gryphon griffin
sizeableness enormousness immenseness immensity vastness
eyespot ocellus
mammilla mamilla nipple teat
copacetic copasetic copesetic copesettic
posy corsage nosegay
seriocomic seriocomical
geodesical geodetic
archpriest hierarch prelate
tediousness tiresomeness
asepsis antisepsis sterileness
podzol podsol
eudemonic eudaemonic
untraveled untravelled
chuckle chortle
hoped-for awaited
sphericity globosity globularness rotundity sphericalness
homeopath homoeopath
citrin bioflavinoid
incaution incautiousness
esthetics aesthetics
cater-cornered cata-cornered catacorner catercorner catty-corner catty-cornered kitty-corner kitty-cornered
doorjamb doorpost
disability disablement
laboring drudging labouring toiling
unbelted beltless
auriculoventricular atrioventricular
chaser pursuer
low-priced affordable low-cost
buttonquail hemipode
slate-gray stone-gray
ripple-grass ribgrass ribwort
k-meson kaon kappa-meson
dillydallier dallier lounger
pfalz palatinate
misogamist misogynist
geometric geometrical
kilocycle kc khz kilohertz
overindulge englut engorge gormandise gormandize gourmandize ingurgitate overeat overgorge
befall bechance
sorriness paltriness
langobard lombard
impecuniousness pennilessness
ignominiousness disgracefulness shamefulness
religiousness devoutness
trollop bawd cocotte harlot
juiciness succulence
supersensitized hypersensitive hypersensitized sensitized supersensitive
reapportioning reallotment reapportionment
helical coiling spiraling voluted
harlequinade buffoonery
chastise castigate chastize
limpidity pellucidity
potterer putterer
phenylbutazone butazolidin
jinghpaw chingpo jinghpo
boundedness finiteness finitude
chylifactive chylifactory chylific
amygdaliform almond-shaped amygdaloid amygdaloidal
illusional illusionary
eased alleviated relieved
queenly queenlike
macer macebearer
coal-black jet-black sooty
fillagree filagree filigree
preeminence eminence
jimmies sprinkles
chastened admonished rebuked reprimanded reproved
abdominous paunchy potbellied
maximisation maximization
resurgence revitalisation revitalization revivification
carbamide urea
earthworm angleworm fishworm nightcrawler nightwalker
standoffish offish
shakable shakeable
fluegelhorn flugelhorn
epicentre epicenter
salubrity salubriousness
trinket fallal gaud gewgaw
sousaphone tuba
comradery chumminess comaraderie comradeliness
emasculated gelded
idocrase vesuvian vesuvianite
ruby-red blood-red cherry-red
lunacy insaneness
smooth-shaven clean-shaven well-shaven
mixologist barkeep barkeeper barman bartender
spermatozoon sperm
circinate annular annulate annulated ring-shaped
jut protrusion
tartarus gehenna
blabbermouth talebearer taleteller tattletale
disbelievingly incredulously unbelievingly
tameable tamable
unfaithfully undependably unreliably
taxonomical taxonomic
impenitently unrepentantly
lubricant lubricator
orthopedics orthopaedics
nonsectarian unsectarian
incapacitate disable
tableland plateau
colostrum foremilk
gatecrasher crasher
decametre decameter dekameter dekametre dkm
sublunar sublunary
donkeywork drudgery
demagnetize degauss
unsanitary insanitary
octonary eighter octad ogdoad
loiter lallygag lollygag
actinomorphic actinomorphous
exorciser exorcist
luminousness luminance luminosity
favourite favorite
septate septal
hourglass sandglass
behaviorism behaviourism
corrodentia psocoptera
cowpuncher cowhand cowherd cowman cowpoke puncher
spoilsport killjoy
denunciative comminatory denunciatory
behaviorist behaviourist
footmark footprint
kartikeya karttikeya
great-nephew grandnephew
driveller jabberer
sorgo sorgho
worshiping worshipping
farrier horseshoer
falsifying confuting disproving refuting
purau balibago
bewitched ensorcelled
lowbred bounderish ill-bred yokelish
anthropocentrism anthropocentricity
vietnam annam
confidingly trustingly
objector dissenter
aquanaut skin-diver
chukker-brown mummy-brown snuff-brown
viaticus viatication
recency recentness
nuts barmy bats batty bonkers crackers daft kookie kooky loco loopy
ladybird ladybeetle ladybug
